activity_id,student_id,course_id,video_watched_min,quiz_score,assignment_score,timestamp
A014055,S037752,C031818,253,29,34,2024-11-24
A014056,S005721,C031172,111,92,34,2024-12-27
A014057,S020250,C020712,202,99,82,2024-08-29
A014058,S035378,C039910,45,8,11,2024-12-15
A014059,S032102,C036238,214,55,95,2024-12-19
A014060,S043283,C004710,288,11,9,2024-12-28
A014061,S041429,C003509,53,8,64,2024-12-10
A014062,S031837,C023676,87,36,7,2024-11-09
A014063,S028451,C035924,199,67,66,2024-12-21
A014064,S011371,C041500,72,46,49,2024-08-11
A014065,S049112,C014673,194,28,93,2024-12-15
A014066,S009249,C002897,35,90,98,2024-12-23
A014067,S007706,C034105,176,11,2,2024-11-28
A014068,S017374,C022238,60,99,37,2024-07-28
A014069,S026979,C038163,154,70,0,2024-11-22
A014070,S049106,C002368,106,45,28,2024-12-28
A014071,S040064,C031547,243,97,16,2024-09-16
A014072,S029086,C008987,180,3,54,2024-08-19
A014073,S038050,C016013,45,90,87,2024-10-31
A014074,S021893,C020231,229,20,86,2024-12-30
A014075,S001436,C016732,127,36,18,2024-12-04
A014076,S021244,C027219,98,82,99,2023-09-01
A014077,S002715,C002489,31,76,26,2024-11-22
A014078,S021390,C012769,58,26,66,2024-12-01
A014079,S037836,C001620,277,46,99,2024-12-30
A014080,S006022,C045301,167,43,64,2024-12-23
A014081,S006438,C006185,152,82,51,2024-11-26
A014082,S039451,C036897,72,27,59,2024-10-03
A014083,S045248,C007145,217,84,8,2024-07-12
A014084,S017614,C035049,247,53,69,2024-11-21
A014085,S040898,C049813,287,77,35,2024-10-26
A014086,S022943,C043041,55,33,16,2024-12-06
A014087,S035404,C005784,151,26,32,2024-12-15
A014088,S007791,C017693,122,23,95,2024-11-22
A014089,S047030,C016861,158,11,5,2024-10-08
A014090,S029986,C034549,188,75,54,2024-10-09
A014091,S042583,C023188,57,3,72,2024-10-11
A014092,S007834,C010074,283,76,62,2024-12-03
A014093,S046663,C025608,199,9,31,2024-11-13
A014094,S032104,C004846,109,84,42,2024-03-06
A014095,S004051,C024392,35,30,59,2024-12-25
A014096,S049309,C031977,54,74,28,2024-12-10
A014097,S033631,C033895,231,2,56,2024-12-23
A014098,S023852,C047106,266,68,62,2024-10-04
A014099,S027790,C031736,165,16,68,2024-08-07
A014100,S025325,C009055,123,6,28,2024-12-19
A014101,S006585,C032623,135,45,54,2024-12-21
A014102,S035617,C007331,188,23,0,2024-12-28
A014103,S043990,C036697,222,58,66,2024-12-11
A014104,S041296,C022231,113,85,78,2024-12-10
A014105,S032603,C009914,112,84,95,2024-11-11
A014106,S014067,C047996,273,88,75,2024-12-05
A014107,S024093,C007363,43,60,93,2024-11-06
A014108,S016825,C048524,61,67,1,2024-07-26
A014109,S003270,C037747,7,6,47,2024-07-23
A014110,S019515,C017210,35,90,95,2024-11-11
A014111,S033938,C038022,197,2,68,2024-10-03
A014112,S000858,C014532,192,13,18,2024-12-28
A014113,S034513,C045320,82,77,55,2024-10-16
A014114,S013906,C027564,171,13,20,2024-09-10
A014115,S010002,C029461,247,68,90,2024-10-11
A014116,S015462,C045715,294,79,14,2024-12-19
A014117,S001675,C022621,191,93,9,2024-09-28
A014118,S028311,C021991,95,5,27,2024-12-30
A014119,S029271,C015312,19,13,56,2024-05-19
A014120,S040147,C006332,183,55,21,2024-09-04
A014121,S037521,C040973,253,25,50,2024-11-21
A014122,S030538,C024862,119,32,10,2024-12-23
A014123,S041400,C034548,232,0,78,2024-12-16
A014124,S024384,C028554,38,74,69,2024-11-29
A014125,S006530,C026666,215,22,84,2024-12-23
A014126,S008583,C035650,215,60,0,2024-12-28
A014127,S027578,C033281,55,60,65,2024-12-28
A014128,S027315,C006837,23,20,79,2024-12-27
A014129,S002134,C025524,263,92,72,2024-12-16
A014130,S022567,C013656,66,92,73,2024-10-01
A014131,S013454,C037147,19,61,20,2024-09-08
A014132,S025736,C009414,203,49,52,2024-12-30
A014133,S035610,C005539,163,42,50,2024-12-04
A014134,S036991,C016657,267,12,14,2024-08-19
A014135,S009398,C012163,252,74,81,2024-08-06
A014136,S006200,C028146,103,19,50,2024-12-18
A014137,S014330,C017931,274,23,57,2024-12-28
A014138,S013691,C021406,58,90,18,2024-10-21
A014139,S019920,C021090,243,90,69,2024-12-06
A014140,S027345,C037762,218,41,80,2024-12-22
A014141,S021182,C009099,8,91,6,2024-12-04
A014142,S019531,C048871,49,48,2,2024-12-27
A014143,S033361,C008888,2,47,81,2024-11-01
A014144,S006205,C007031,271,35,57,2024-12-28
A014145,S038789,C037341,232,2,6,2024-12-11
A014146,S023978,C032863,69,77,93,2023-10-13
A014147,S005744,C005940,215,51,15,2024-11-16
A014148,S003975,C008715,238,9,78,2024-12-01
A014149,S001536,C049808,145,34,20,2024-12-19
A014150,S019355,C027040,205,20,87,2024-12-21
A014151,S040598,C030221,245,69,46,2024-09-03
A014152,S005703,C032847,273,45,64,2024-09-28
A014153,S025219,C039978,29,55,73,2024-08-11
A014154,S020636,C021171,148,27,11,2024-11-03
A014155,S018259,C023033,160,0,16,2024-05-19
A014156,S019578,C025929,295,22,27,2024-12-25
A014157,S009437,C048180,25,77,49,2024-11-28
A014158,S012195,C046833,118,86,19,2024-07-07
A014159,S033855,C028143,273,10,83,2024-10-27
A014160,S001642,C025637,216,61,27,2024-08-14
A014161,S002488,C022475,156,14,24,2024-12-30
A014162,S033967,C014467,28,77,18,2024-12-10
A014163,S043397,C018515,184,15,29,2024-02-25
A014164,S023007,C006687,233,72,10,2024-06-09
A014165,S031415,C024382,183,6,13,2024-12-24
A014166,S049860,C008514,61,47,37,2024-12-27
A014167,S039688,C045468,204,100,84,2024-01-02
A014168,S030030,C029982,66,93,56,2024-12-12
A014169,S048458,C017399,228,38,24,2024-06-09
A014170,S022242,C009707,260,58,30,2024-12-11
A014171,S009296,C032937,225,45,29,2023-01-31
A014172,S004849,C040988,299,39,44,2024-11-19
A014173,S034618,C029330,114,81,34,2024-11-22
A014174,S018004,C020285,203,1,91,2024-02-18
A014175,S045605,C017494,217,45,3,2024-10-22
A014176,S016073,C006937,282,40,23,2024-12-08
A014177,S017490,C026883,10,50,24,2022-09-07
A014178,S030704,C014223,167,30,2,2024-11-12
A014179,S034602,C019137,22,95,92,2024-12-27
A014180,S038858,C030723,78,76,66,2024-12-03
A014181,S000973,C010707,199,49,65,2024-12-23
A014182,S039660,C000848,213,54,79,2024-08-24
A014183,S031101,C042517,127,56,98,2024-12-19
A014184,S049037,C013134,208,7,44,2024-11-28
A014185,S030250,C031171,293,99,39,2024-12-30
A014186,S010630,C002167,20,22,6,2024-12-30
A014187,S018924,C032736,186,17,23,2024-07-10
A014188,S047070,C003502,62,55,27,2024-12-27
A014189,S013894,C011227,198,49,91,2024-11-08
A014190,S038450,C000427,60,6,84,2024-10-23
A014191,S026837,C022083,19,31,86,2024-12-25
A014192,S042375,C031404,8,27,31,2024-11-21
A014193,S024234,C034673,263,90,79,2023-12-28
A014194,S011281,C023467,139,32,18,2024-11-04
A014195,S025774,C042945,229,9,95,2024-12-30
A014196,S018718,C006640,296,90,4,2024-11-12
A014197,S037009,C043540,143,93,62,2024-03-26
A014198,S007000,C025483,76,62,86,2024-12-30
A014199,S004625,C007882,24,55,74,2024-08-06
A014200,S038414,C047540,127,39,31,2024-10-20
A014201,S022971,C013019,105,32,42,2024-11-27
A014202,S002158,C040627,196,87,19,2024-12-17
A014203,S043312,C028035,89,32,15,2024-12-27
A014204,S024412,C047422,65,100,65,2024-12-18
A014205,S046885,C023787,195,100,34,2024-08-31
A014206,S031551,C014532,12,85,95,2024-09-23
A014207,S023417,C042951,82,80,79,2024-12-23
A014208,S044379,C023842,232,6,60,2024-12-28
A014209,S007773,C046778,61,69,34,2024-12-22
A014210,S037465,C004085,67,86,97,2024-12-12
A014211,S002197,C021211,104,35,13,2024-10-20
A014212,S029026,C012984,65,3,27,2024-10-13
A014213,S003814,C045706,239,90,69,2024-04-20
A014214,S023373,C031761,161,82,19,2024-12-26
A014215,S031340,C026711,2,91,14,2024-10-25
A014216,S034919,C036081,75,77,96,2024-08-29
A014217,S024563,C034608,201,34,84,2024-06-13
A014218,S025278,C014380,238,45,47,2024-11-11
A014219,S025895,C005506,94,78,76,2024-12-29
A014220,S015803,C011908,20,6,74,2024-05-24
A014221,S033095,C034736,158,38,91,2024-08-17
A014222,S008172,C019420,56,8,14,2024-06-25
A014223,S024478,C000672,4,93,80,2024-12-05
A014224,S041083,C025965,72,39,66,2024-12-26
A014225,S017121,C005757,291,70,89,2024-12-07
A014226,S008889,C012186,168,30,38,2024-11-22
A014227,S040885,C030635,139,74,7,2024-05-18
A014228,S028233,C010138,260,40,36,2024-09-21
A014229,S047682,C043635,50,89,50,2024-04-09
A014230,S000080,C026985,259,40,26,2024-12-30
A014231,S016601,C010328,201,95,6,2022-11-30
A014232,S025572,C008799,151,93,19,2023-10-07
A014233,S027048,C032066,188,5,62,2024-12-12
A014234,S043691,C036468,26,1,75,2024-12-23
A014235,S024234,C034673,279,60,87,2024-04-21
A014236,S022628,C044890,51,5,93,2024-01-01
A014237,S023914,C001463,259,49,6,2023-07-04
A014238,S025838,C025886,207,68,99,2024-12-23
A014239,S032400,C040526,195,23,81,2024-05-21
A014240,S047379,C047417,14,26,51,2024-12-19
A014241,S006247,C034340,212,44,50,2024-12-30
A014242,S039611,C002511,64,30,29,2024-10-07
A014243,S046764,C016109,295,41,77,2022-11-16
A014244,S037485,C008271,72,1,64,2024-12-14
A014245,S032911,C031617,24,10,32,2024-12-05
A014246,S037182,C013463,292,43,95,2024-12-16
A014247,S025176,C038727,49,22,100,2024-12-02
A014248,S026455,C009828,275,88,46,2024-11-25
A014249,S029797,C000692,292,7,37,2024-12-30
A014250,S011415,C012111,194,18,50,2024-12-29
A014251,S005444,C012215,187,88,61,2024-12-14
A014252,S012721,C021650,147,81,72,2024-05-06
A014253,S023345,C036841,42,74,55,2024-12-30
A014254,S023532,C036713,287,26,84,2024-12-26
A014255,S006174,C003009,241,70,89,2024-12-09
A014256,S029171,C039893,88,21,25,2024-12-30
A014257,S001006,C035395,196,39,51,2024-09-21
A014258,S046261,C020661,83,35,64,2024-12-11
A014259,S034557,C017218,31,12,21,2024-12-16
A014260,S043729,C015196,129,66,81,2024-02-03
A014261,S047712,C005048,20,10,65,2024-12-18
A014262,S037856,C011798,90,86,58,2024-12-27
A014263,S042496,C004463,156,67,76,2024-11-02
A014264,S031552,C018857,175,50,88,2023-11-09
A014265,S021391,C047797,77,64,85,2024-12-20
A014266,S034308,C043702,133,44,8,2024-03-15
A014267,S038041,C045411,109,65,26,2024-12-24
A014268,S041711,C000523,55,45,49,2024-08-23
A014269,S047660,C018851,67,72,91,2024-08-07
A014270,S007152,C035341,181,22,43,2024-05-19
A014271,S014743,C039133,56,87,84,2024-12-28
A014272,S003198,C036960,233,9,16,2024-10-09
A014273,S030620,C048551,157,89,50,2024-12-20
A014274,S046516,C023341,224,96,51,2024-12-30
A014275,S005584,C040320,182,14,7,2024-12-30
A014276,S027783,C013223,8,80,44,2024-12-25
A014277,S021906,C043478,99,31,62,2024-12-29
A014278,S021050,C040647,285,96,55,2024-12-16
A014279,S033940,C032042,176,75,39,2024-08-05
A014280,S010573,C013021,256,76,72,2024-03-23
A014281,S010347,C011617,22,77,13,2024-10-19
A014282,S040019,C033637,15,12,55,2024-12-14
A014283,S033645,C037366,125,14,11,2024-11-21
A014284,S033927,C023114,215,74,7,2024-10-05
A014285,S030403,C026099,258,25,63,2024-12-15
A014286,S001460,C005868,93,0,58,2024-03-24
A014287,S011045,C010152,43,40,43,2024-11-19
A014288,S027753,C038901,244,59,65,2023-07-22
A014289,S012661,C036894,19,94,11,2024-12-12
A014290,S031633,C030429,141,16,23,2022-11-09
A014291,S038470,C046931,298,88,79,2024-10-19
A014292,S044291,C046297,276,39,1,2024-10-19
A014293,S011226,C004486,280,10,10,2024-12-27
A014294,S021159,C046332,291,75,52,2024-09-17
A014295,S005501,C013863,85,17,26,2024-11-24
A014296,S033940,C048815,204,17,11,2024-02-01
A014297,S017646,C013996,215,8,3,2024-02-09
A014298,S000242,C013600,261,15,73,2024-09-22
A014299,S024675,C028263,21,71,13,2024-12-27
A014300,S027412,C037266,107,37,79,2024-12-01
A014301,S009086,C012250,225,0,77,2024-09-09
A014302,S022597,C045190,286,35,15,2024-09-14
A014303,S044240,C019214,111,85,30,2024-12-19
A014304,S047047,C041859,174,74,6,2024-11-02
A014305,S014631,C037355,178,7,56,2024-12-29
A014306,S028032,C013222,43,51,57,2024-12-28
A014307,S027661,C037848,233,74,76,2024-03-17
A014308,S020993,C046028,7,60,18,2024-10-12
A014309,S040737,C003885,232,22,80,2023-11-10
A014310,S012214,C041032,154,84,32,2024-11-05
A014311,S036665,C014010,207,31,100,2024-11-16
A014312,S033434,C047405,149,46,67,2024-12-29
A014313,S023678,C049613,35,10,82,2024-10-26
A014314,S032757,C030759,83,36,23,2023-12-27
A014315,S044979,C017221,274,92,52,2024-09-28
A014316,S015990,C014591,121,9,96,2024-10-30
A014317,S022803,C036720,30,24,6,2024-11-29
A014318,S013837,C043430,59,70,91,2024-09-05
A014319,S000731,C020668,115,75,3,2024-12-27
A014320,S020995,C032664,69,50,23,2024-10-14
A014321,S039695,C032787,42,49,43,2024-12-10
A014322,S001873,C011961,55,58,1,2024-11-02
A014323,S039861,C036011,229,73,47,2023-07-09
A014324,S017360,C000620,26,97,64,2024-12-20
A014325,S037631,C015278,100,1,40,2024-10-02
A014326,S022522,C031851,174,30,16,2024-07-20
A014327,S043544,C049242,15,27,97,2024-12-06
A014328,S034304,C041426,245,38,42,2024-12-30
A014329,S005133,C022718,207,99,0,2024-11-17
A014330,S038128,C026925,287,3,32,2024-12-29
A014331,S017489,C017476,132,33,99,2024-07-26
A014332,S028498,C028076,95,42,35,2024-12-21
A014333,S043494,C027195,9,29,56,2024-10-21
A014334,S039925,C028030,14,67,6,2024-12-30
A014335,S021693,C010495,129,9,40,2024-10-01
A014336,S013416,C032730,38,5,74,2024-12-18
A014337,S047003,C042701,221,11,100,2024-12-26
A014338,S047966,C020113,257,26,77,2024-12-22
A014339,S041376,C028224,181,92,86,2024-07-30
A014340,S031508,C023364,32,47,1,2024-07-17
A014341,S018605,C003396,188,78,7,2024-12-19
A014342,S043693,C027329,254,27,34,2024-12-29
A014343,S044643,C029462,264,16,25,2024-12-04
A014344,S009832,C021382,57,94,45,2024-12-25
A014345,S031356,C028958,281,86,20,2024-03-10
A014346,S019929,C049775,296,38,63,2024-09-15
A014347,S012972,C048565,34,41,54,2023-10-11
A014348,S011513,C001272,32,24,65,2024-06-30
A014349,S008985,C042650,296,97,31,2024-10-05
A014350,S030250,C024422,213,21,91,2024-12-29
A014351,S030955,C048528,15,77,3,2024-12-08
A014352,S011985,C023171,207,14,84,2024-12-28
A014353,S017999,C034072,175,43,38,2024-11-21
A014354,S019291,C010054,13,38,18,2024-07-28
A014355,S012009,C032684,74,24,18,2024-11-28
A014356,S048069,C027414,195,42,2,2024-10-19
A014357,S049711,C014962,255,24,10,2024-09-10
A014358,S045069,C044618,70,3,27,2024-12-13
A014359,S004826,C040240,187,33,75,2024-11-15
A014360,S039881,C012992,114,9,16,2024-12-16
A014361,S015971,C008451,257,89,20,2024-12-30
A014362,S040079,C024621,238,70,72,2024-12-28
A014363,S043168,C000303,32,43,23,2024-08-16
A014364,S041902,C014928,294,68,50,2024-12-21
A014365,S008323,C028701,187,99,0,2024-08-15
A014366,S022242,C009707,65,22,12,2024-10-20
A014367,S039356,C034217,140,7,72,2024-12-13
A014368,S031947,C000993,77,20,43,2024-12-26
A014369,S039607,C045516,238,42,11,2024-04-09
A014370,S003161,C033942,43,33,88,2024-12-17
A014371,S007970,C034080,6,91,72,2024-12-20
A014372,S041148,C017439,62,50,75,2024-05-18
A014373,S025639,C003099,34,68,2,2024-11-17
A014374,S035183,C036832,12,73,63,2024-08-31
A014375,S035140,C049480,167,2,44,2024-11-13
A014376,S004434,C024904,48,77,25,2024-12-22
A014377,S033212,C047584,295,93,10,2024-12-30
A014378,S007172,C009141,16,48,14,2024-12-19
A014379,S035806,C046515,190,73,12,2024-03-12
A014380,S041920,C039451,39,29,41,2024-07-02
A014381,S022477,C046955,119,68,72,2024-09-21
A014382,S024551,C035479,289,37,97,2024-10-02
A014383,S000296,C027222,151,47,15,2024-12-30
A014384,S006687,C033937,35,41,7,2024-12-05
A014385,S021879,C040752,253,31,64,2024-08-14
A014386,S025699,C038391,9,43,34,2024-12-30
A014387,S026939,C019498,123,86,49,2024-12-30
A014388,S012122,C044601,63,42,55,2024-12-18
A014389,S019250,C023841,235,49,97,2024-12-27
A014390,S031577,C020687,60,39,62,2024-11-08
A014391,S031400,C032458,116,55,94,2024-12-03
A014392,S001797,C027270,255,75,23,2024-11-29
A014393,S021754,C041784,117,70,57,2024-12-29
A014394,S041935,C048672,272,56,48,2024-12-22
A014395,S028233,C010138,18,0,98,2024-11-02
A014396,S016263,C025979,89,60,75,2024-12-30
A014397,S002911,C024902,297,80,46,2024-12-30
A014398,S003054,C018270,46,48,46,2024-08-17
A014399,S045920,C041984,124,58,30,2024-10-01
A014400,S010571,C027251,45,84,97,2024-12-01
A014401,S020552,C046497,81,96,88,2023-12-20
A014402,S042864,C030074,25,53,35,2024-11-13
A014403,S048901,C004335,263,39,87,2024-12-30
A014404,S018211,C016813,174,14,77,2024-05-25
A014405,S031952,C001805,91,87,92,2024-12-30
A014406,S028566,C029925,175,19,31,2024-10-14
A014407,S001681,C003265,80,20,71,2024-09-15
A014408,S021624,C001267,163,47,47,2024-11-25
A014409,S000727,C014635,121,50,54,2024-08-05
A014410,S045555,C048839,111,83,32,2024-09-05
A014411,S028415,C021920,189,58,68,2024-12-16
A014412,S024237,C045038,114,26,61,2024-02-28
A014413,S030662,C017922,260,51,64,2024-08-24
A014414,S018865,C046923,195,67,48,2024-12-30
A014415,S036275,C011206,186,34,54,2024-12-27
A014416,S012312,C026862,124,55,46,2024-12-21
A014417,S003134,C018289,188,37,50,2024-11-13
A014418,S014930,C021835,211,74,6,2024-12-16
A014419,S011536,C018833,71,14,34,2024-10-17
A014420,S020353,C032647,135,36,5,2024-12-13
A014421,S017457,C004393,26,25,95,2024-12-05
A014422,S042915,C028871,261,78,32,2024-12-23
A014423,S049233,C000164,167,19,37,2023-12-29
A014424,S024676,C042452,227,1,59,2024-12-24
A014425,S017271,C047919,189,37,42,2024-12-30
A014426,S020472,C012615,10,78,12,2024-12-23
A014427,S008393,C011646,249,6,54,2024-08-08
A014428,S034595,C046344,154,64,65,2024-12-21
A014429,S023008,C023669,54,62,51,2024-11-16
A014430,S009844,C023252,135,52,54,2024-11-30
A014431,S031454,C019270,178,100,14,2024-10-19
A014432,S027304,C008585,63,94,30,2024-12-18
A014433,S012064,C041269,276,86,79,2024-08-01
A014434,S007013,C049386,76,76,45,2024-10-19
A014435,S023113,C039424,198,44,97,2024-10-01
A014436,S028078,C017316,128,91,51,2023-12-17
A014437,S011144,C016906,266,38,95,2024-12-09
A014438,S047326,C028480,136,41,38,2024-12-26
A014439,S044344,C038538,25,87,29,2024-12-27
A014440,S004541,C026373,51,86,36,2024-04-15
A014441,S030402,C030115,184,20,17,2024-11-28
A014442,S037097,C000449,76,49,55,2024-09-21
A014443,S019812,C010478,81,85,63,2024-09-02
A014444,S033138,C018608,287,14,23,2024-11-07
A014445,S006942,C048947,69,70,100,2024-12-18
A014446,S011411,C017873,116,14,75,2024-07-09
A014447,S048107,C047582,23,71,20,2024-05-25
A014448,S008389,C003449,211,82,91,2024-12-19
A014449,S031243,C003317,240,4,70,2024-11-17
A014450,S046445,C033033,82,65,82,2024-12-17
A014451,S019294,C027752,22,57,35,2024-12-22
A014452,S012124,C010294,183,0,64,2024-12-30
A014453,S004973,C043531,79,68,70,2024-12-21
A014454,S007065,C004748,134,1,81,2024-07-16
A014455,S021077,C026730,261,81,4,2024-12-23
A014456,S046176,C043972,157,87,23,2023-12-03
A014457,S016563,C016767,180,78,54,2024-09-23
A014458,S038297,C013953,150,22,91,2024-12-28
A014459,S033028,C012112,155,3,4,2024-11-28
A014460,S000217,C032755,286,19,10,2024-07-18
A014461,S003486,C026236,8,68,64,2024-12-30
A014462,S040912,C032217,115,75,88,2024-10-17
A014463,S024534,C007340,167,33,32,2024-07-06
A014464,S023773,C046576,212,95,44,2024-12-02
A014465,S039987,C024222,115,41,29,2024-12-16
A014466,S033561,C003393,22,65,66,2024-12-10
A014467,S030427,C036593,129,55,34,2024-08-01
A014468,S002472,C022012,174,45,18,2024-04-01
A014469,S010800,C013584,172,90,14,2024-12-21
A014470,S049571,C025790,256,13,94,2024-12-28
A014471,S009081,C034179,138,73,71,2024-01-30
A014472,S029793,C014003,6,51,42,2023-09-05
A014473,S033028,C012112,164,87,12,2024-11-13
A014474,S018625,C012251,80,33,52,2024-11-03
A014475,S009081,C034179,221,33,41,2024-12-27
A014476,S049441,C024634,146,18,5,2024-12-30
A014477,S024787,C038743,220,17,85,2024-08-31
A014478,S041105,C048701,297,42,79,2024-12-28
A014479,S000871,C018574,59,80,29,2024-10-19
A014480,S045420,C046613,200,36,11,2024-12-29
A014481,S044460,C012714,274,5,76,2024-02-20
A014482,S036744,C008269,103,23,71,2024-12-18
A014483,S018897,C024132,121,12,16,2024-12-19
A014484,S038890,C030667,202,28,91,2024-11-27
A014485,S049999,C015928,85,99,0,2024-11-27
A014486,S024004,C034321,69,74,15,2024-12-18
A014487,S027979,C010818,90,75,4,2024-12-25
